pmid,year,pub_date,title,abstract,journal,journal_abbr,pub_type,first_author,first_affiliation,doi,scopus_eid,cited_by,sjr_quartile,sjr_quartile
2-s2.0-105015961118,2025,2025 Jan,Finding Equilibrium: An Integrative Approach to Balancing Human and Artificial Intelligence in Legal Research,,Legal Reference Services Quarterly,,Article,Grace S.L.,"University of California, Davis, Davis, United States",10.1080/0270319X.2025.2534229,2-s2.0-105015961118,0,Q3,Q3
2-s2.0-105013057426,2025,2025 Jan,AI through the Prism of Its Legal Personality: Basic Characteristics,,Kutafin Law Review,,Article,Yapryntsev I.M.,"University of Tyumen, Tyumen, Russian Federation",10.17803/2713-0533.2025.2.32.362-383,2-s2.0-105013057426,0,Q3,Q3
2-s2.0-105022699409,2025,2025 Jan,Teaching contract law with large language models: refining errorful learning for the digital age,,Law Teacher,,Article,Hansen L.,"University of Essex, Colchester, United Kingdom",10.1080/03069400.2025.2542656,2-s2.0-105022699409,0,Q3,Q3
2-s2.0-105030681477,2025,2025 Jan,JUDICIAL AI AND THE IRREPARABLE BIAS PROBLEM,,Access to Justice in Eastern Europe,,Article,Mazaraki N.,"State University of Trade and Economics, Kyiv, Ukraine",10.33327/AJEE-18-8.S-c000159,2-s2.0-105030681477,0,Q3,Q3
2-s2.0-105008354283,2025,2025 Jan,THE DIGITAL OR INFORMATION CODE: PROSPECTS FOR LEGISLATIVE REGULATION,,Gosudarstvo I Pravo,,Article,Pilipenko Y.S.,"Honored Economist of the Russian Federation, Moscow, Russian Federation",10.31857/S1026945225020122,2-s2.0-105008354283,1,Q3,Q3
2-s2.0-105030462720,2025,2025 Jan,ARTIFICIAL INTELLIGENCE IN COURTS AND DISPUTE RESOLUTION: CHALLENGES AND OPPORTUNITIES,,Access to Justice in Eastern Europe,,Article,Ashraf M.Q.,"European Humanities University, Vilnius, Lithuania",10.33327/AJEE-18-8.S-a000152,2-s2.0-105030462720,0,Q3,Q3
2-s2.0-105010454706,2025,2025 Jan,THE INFLUENCE OF THE TECHNOLOGICAL FACTOR ON THE TRANSFORMATION OF INTELLECTUAL PROPERTY RIGHTS,,Gosudarstvo I Pravo,,Article,Gurko A.V.,"Plekhanov Russian University of Economics, Moscow, Russian Federation",10.31857/S1026945225060083,2-s2.0-105010454706,0,Q3,Q3
2-s2.0-105009356929,2025,2025 Jan,AI-BASED AUTOMATION OF THE EUROPEAN SMALL CLAIMS PROCEDURE: LEGAL FRAMEWORK MAPPING,,Revista Italo Espanola De Derecho Procesal,,Article,Dymitruk M.,"University of Wrocław, Wroclaw, Poland",10.37417/rivitsproc/2911,2-s2.0-105009356929,0,Q3,Q3
2-s2.0-105003535204,2025,2025 Jan,Judicial application and limitations of artificial intelligence,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Nan G.,"Heilongjiang University, Harbin, China",10.21638/spbu14.2025.117,2-s2.0-105003535204,0,Q3,Q3
2-s2.0-85217060875,2025,2025 Jan,Artificial Intelligence in Justice.Challenges and Opportunities in Judicial Decision-making,,Anales De La Catedra Francisco Suarez,,Article,Tirso Ester Sánchez A.,"Universidad de Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Spain",10.30827/acfs.v59i.31404,2-s2.0-85217060875,4,Q3,Q3
2-s2.0-105025566036,2025,2025 Jan,ON THE DISCUSSION REGARDING THE LEGAL CONCEPTUAL FRAMEWORK IN THE FIELD OF ARTIFICIAL INTELLIGENCE,,Gosudarstvo I Pravo,,Article,Naumov V.B.,"Udmurt State University, Izhevsk, Russian Federation",10.31857/S1026945225100073,2-s2.0-105025566036,0,Q3,Q3
2-s2.0-105003108118,2025,2025 Jan,Problems of administrative and statutory regulation of the use of AI,,Ceridap,,Article,Paramonova O.,,10.13130/2723-9195/2025-1-60,2-s2.0-105003108118,0,Q3,Q3
2-s2.0-105022870095,2025,2025 Jan,Back to the roots: rethinking legal education in the age of artificial intelligence,,Law Teacher,,Article,Farber S.,"The Max Steren Emek Jezreel Academic College, Emek Yezreel, Israel",10.1080/03069400.2025.2549645,2-s2.0-105022870095,0,Q3,Q3
2-s2.0-105018505472,2025,2025 Jan,Addressing the Legal Gaps in AI Regulation for National Security: The Case of Ukraine's Defense Sector,,Revista De Direito Estado E Telecomunicacoes,,Article,Semenenko O.,"Central Research Institute of the Armed Forces of Ukraine, Kyiv, Ukraine",10.26512/lstr.v17i2.56351,2-s2.0-105018505472,0,Q3,Q3
2-s2.0-105030488946,2025,2025 Jan,ARTIFICIAL INTELLIGENCE IN CRIMINAL JUSTICE IN GERMANY AND UKRAINE: A COMPARATIVE LEGAL STUDY,,Access to Justice in Eastern Europe,,Article,Moskvych L.,"Yaroslav Mudryi National Law University, Kharkiv, Ukraine",10.33327/AJEE-18-8.S-a000155,2-s2.0-105030488946,0,Q3,Q3
2-s2.0-105027105906,2025,2025 Jan,Artificial Intelligence Governance Beyond Borders: The EU AI Act’s Influence on Third Party Legal Frameworks and Regional Organizations,,Review of European and Comparative Law,,Article,Musthafa A.R.,"Universitas Jember, Jember, Indonesia",10.31743/recl.18927,2-s2.0-105027105906,0,Q3,Q3
2-s2.0-105030482476,2025,2025 Jan,ARTIFICIAL INTELLIGENCE AND LAW: PROCEDURAL SAFEGUARDS AND REGULATORY CHALLENGES IN KAZAKHSTAN,,Access to Justice in Eastern Europe,,Article,Nurmagambetov A.,"L.N. Gumilyov Eurasian National University, Astana, Kazakhstan",10.33327/AJEE-18-8.S-a000157,2-s2.0-105030482476,0,Q3,Q3
2-s2.0-105001954736,2025,2025 Jan,"INNOVATIONS OF ARTIFICIAL INTELLIGENCE IN LIGHT OF THE APPLICABLE COPYRIGHT LAW: REALISTIC SOLUTIONS AND FUTURE PROSPECTS. A COMPARATIVE STUDY OF UAE, EGYPTIAN, AND FRENCH LAWS",,Access to Justice in Eastern Europe,,Article,Fayed A.,"United Arab Emirates University, Al Ain, United Arab Emirates",10.33327/AJEE-18-8.1-a000116,2-s2.0-105001954736,5,Q3,Q3
2-s2.0-105025924861,2025,2025 Jan,MULTIDISCIPLINARY PERSPECTIVES ON ARTIFICIAL INTELLIGENCE AND THE LAW/ed. By H. S. Antunes et al.,,Gosudarstvo I Pravo,,Article,Begishev I.R.,"Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation",10.7868/S3034543X25110191,2-s2.0-105025924861,0,Q3,Q3
2-s2.0-105030486696,2025,2025 Jan,LEGAL CHALLENGES RELATED TO CONTRACTUAL NEGOTIATIONS VIA AI TECHNOLOGIES: COMPARATIVE ANALYTICAL STUDY,,Access to Justice in Eastern Europe,,Review,Momani B.T.,"Ajman University, Ajman, United Arab Emirates",10.33327/AJEE-18-8.S-r000151,2-s2.0-105030486696,0,Q3,Q3
2-s2.0-105030479812,2025,2025 Jan,"DIGITAL RIGHTS, AI, AND THE LAW: INTERNATIONAL PERSPECTIVES ON SAUDI ARABIA’S LEGAL FRAMEWORK AND INTERNATIONAL EXPERIENCE",,Access to Justice in Eastern Europe,,Article,Khammassi S.,"Prince Sultan University, Riyadh, Saudi Arabia",10.33327/AJEE-18-8.S-a000154,2-s2.0-105030479812,1,Q3,Q3
2-s2.0-85218768836,2025,2025 Jan,AI-Generated Work and its Implications on Copyright Law in India,,Journal of Intellectual Property Rights,,Article,Mishra N.,"University of Delhi, New Delhi, India",10.56042/jipr.v30i1.5862,2-s2.0-85218768836,1,Q3,Q3
2-s2.0-105026716757,2025,2025 Jan,"AI-Assisted Works: Copyrightability in the United States, China, and the EU, and Implications for Academic Integrity",,Review of European and Comparative Law,,Article,Krzysztofek M.,"Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy, Bydgoszcz, Poland",10.31743/recl.18463,2-s2.0-105026716757,0,Q3,Q3
2-s2.0-105026613810,2025,2025 Jan,"ARTIFICIAL INTELLIGENCE, LABOUR AND SOCIETY/ed. by A.P. Del Castillo. Brussels, 2024. – 255 pp.",,Gosudarstvo I Pravo,,Article,Tomashevski K.L.,"Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation",10.31857/S1026945225080191,2-s2.0-105026613810,0,Q3,Q3
2-s2.0-105002431236,2025,2025 Jan,Application and Challenges of Artificial Intelligence Technology in Forensic DNA Analysis,,Forensic Science and Technology,,Review,Zhao H.,"Ministry of Public Security of the People's Republic of China, Beijing, China",10.16467/j.1008-3650.2025.1001,2-s2.0-105002431236,0,Q3,Q3
2-s2.0-105003396202,2025,2025 Jan,AI and Law Librarians: Introducing the Idea of Creating a Legal Information Research Team to Prepare Students for the Practice of Law,,Legal Reference Services Quarterly,,Article,McLaughlin P.J.,"The University of Tennessee, Knoxville, Knoxville, United States",10.1080/0270319X.2025.2444747,2-s2.0-105003396202,1,Q3,Q3
2-s2.0-105015162515,2025,2025 Jan,"Artificial Intelligence, Urban planning and the (Right to) Housing in Smart cities",,Ceridap,,Article,Solé J.P.,,10.13130/2723-9195/2025-1-81,2-s2.0-105015162515,0,Q3,Q3
2-s2.0-105033049039,2025,2025 Jan,Artificial intelligence in public procurement: Legal framework for its acquisition and application in purchasing processes,,Ius Et Veritas,,Article,Matilla F.J.V.,"Universidad Pública de Navarra (UPNA), Pamplona, Spain",10.18800/iusetveritas.202502.008,2-s2.0-105033049039,0,Q3,Q3
2-s2.0-105016392888,2025,2025 Jan,"AI and the principles of proper legislation: enhancing quality, understandability, and consistency in legal texts",,Theory and Practice of Legislation,,Article,Araszkiewicz M.,"Uniwersytet Jagielloński, Krakow, Poland",10.1080/20508840.2025.2559165,2-s2.0-105016392888,0,Q3,Q3
2-s2.0-85219019420,2025,2025 Jan,The use of Artificial Intelligence in The Legal Procedure: Between Automation and Effectiveness of the Legal Decision,,Revista Eletronica De Direito Processual,,Article,Hoffmam F.,"Universidade Federal de Santa Maria, Santa Maria, Brazil",10.12957/redp.2025.72751,2-s2.0-85219019420,1,Q3,Q3
2-s2.0-105018593041,2025,2025 Jan,THE RIGHT TO INFORMATIONAL SELF-DETERMINATION BETWEEN LEGISLATION AND IMPLEMENTATION,,Access to Justice in Eastern Europe,,Article,Flayyih N.,"Ajman University, Ajman, United Arab Emirates",10.33327/AJEE-18-8.3-a000116,2-s2.0-105018593041,0,Q3,Q3
2-s2.0-105005107186,2025,2025 Jan,Electronic media and artificial intelligence in tax management in Mexico,,Boletin Mexicano De Derecho Comparado,,Article,Pérez F.O.,"Universidad de Salamanca, Salamanca, Spain",10.22201/iij.24484873e.2025.172.19577,2-s2.0-105005107186,1,Q3,Q3
2-s2.0-105030468720,2025,2025 Jan,ARTIFICIAL INTELLIGENCE IN CRIMINAL JUSTICE: BALANCING TECHNOLOGICAL INNOVATION AND PERSONAL DATA PROTECTION RIGHTS. A COMPARATIVE LEGAL STUDY BETWEEN THE EUROPEAN UNION AND VIETNAM,,Access to Justice in Eastern Europe,,Article,Nguyen P.A.,"Hanoi Law University, Hanoi, Viet Nam",10.33327/AJEE-18-8.S-r000161,2-s2.0-105030468720,0,Q3,Q3
2-s2.0-105018673807,2025,2025 Jan,The challenges of artificial intelligence for legal translation within the European Union - General observations from the perspective of legal translation studies,,International Journal of Language and Law,,Article,Monjean-Decaudin S.,"Sorbonne Université, Paris, France",10.14762/jll.2025.194,2-s2.0-105018673807,0,Q3,Q3
2-s2.0-105005884428,2025,2025 Jan,"The Evolution of French Anti-Terrorism Legislation: Balancing Security, Privacy, and AI Regulation",,European Data Protection Law Review,,Article,Quillatre É.,"Risk and Privacy Officer at Vinted, France",10.21552/edpl/2025/1/8,2-s2.0-105005884428,0,Q3,Q3
2-s2.0-105026562133,2025,2025 Jan,"THE CAMBRIDGE HANDBOOK OF THE LAW, ETHICS AND POLICY OF ARTIFICIAL INTELLIGENCE/ed. by N. A. Smuha. Cambridge University Press, 2025. – 432 pp.",,Gosudarstvo I Pravo,,Article,Begishev I.R.,"Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation",10.31857/S1026945225070204,2-s2.0-105026562133,0,Q3,Q3
2-s2.0-105013964824,2025,2025 Jan,"ETHICAL, LEGAL, AND SOCIOECONOMIC ASPECTS OF IMPLEMENTING ARTIFICIAL INTELLIGENCE IN TAX ADMINISTRATION",,Acta Universitatis Lodziensis Folia Iuridica,,Article,Bogucki A.,"Szkola Glówna Handlowa w Warszawie, Warsaw, Poland",10.18778/0208-6069.110.12,2-s2.0-105013964824,2,Q3,Q3
2-s2.0-105009947913,2025,2025 Jan,The action of artificial intelligence applied to judicial resolutions,,Estudios De Deusto,,Article,Garrido Gómez M.I.,"Universidad de Alcalá, Alcala de Henares, Spain",10.18543/ed.3330,2-s2.0-105009947913,0,Q3,Q3
2-s2.0-105024545910,2025,2025 Jan,CONTRACT INTERPRETATION AND ARTIFICIAL INTELLIGENCE,,Acta Universitatis Carolinae Iuridica,,Article,Arietti E.,"Charles University, Prague, Czech Republic",10.14712/23366478.2025.677,2-s2.0-105024545910,1,Q3,Q3
2-s2.0-85218750710,2025,2025 Jan,Artificial Intelligence and Intellectual Property Rights — A Copyright Perspective,,Journal of Intellectual Property Rights,,Article,Sanjaya K.,"Vellore Institute of Technology, Chennai, Chennai, India",10.56042/jipr.v30i1.1588,2-s2.0-85218750710,3,Q3,Q3
2-s2.0-105004171400,2025,2025 Jan,Methods of teaching electronic administration legislation by using artificial intelligence techniques,,International Journal of Electronic Security and Digital Forensics,,Article,Al-Billeh T.,"Applied Science Private University, Amman, Jordan",10.1504/IJESDF.2025.145867,2-s2.0-105004171400,1,Q3,Q3
2-s2.0-105030124632,2025,2025 Jan,THE NEW COUNCIL OF EUROPE FRAMEWORK CONVENTION AND THE FUTURE OF INTELLIGENT ROBOTS IN ADMINISTRATIVE LAW,,Studia Iuridica Cassoviensia,,Article,Handrlica J.,"Charles University, Prague, Czech Republic",10.33542/SIC2025-S-04,2-s2.0-105030124632,0,Q3,Q3
2-s2.0-85218722186,2025,2025 Jan,Evolution of Artificial Intelligence-Rights and Liability through the Prism of Patent Laws,,Journal of Intellectual Property Rights,,Article,Thiruveni N.K.,"Tamil Nadu Dr. Ambedkar Law University, Chennai, India",10.56042/jipr.v30i1.2509,2-s2.0-85218722186,2,Q3,Q3
2-s2.0-105016014117,2025,2025 Jan,"Logical and procedural rules for parliamentary amendments, in light of the Italian experience, from Bentham to AI",,Theory and Practice of Legislation,,Article,Bonomi F.,"LUISS University, Rome, Italy",10.1080/20508840.2025.2542060,2-s2.0-105016014117,1,Q3,Q3
2-s2.0-105023465702,2025,2025 Jan,Legislatures and legislation in the age of artificial intelligence,,Theory and Practice of Legislation,,Editorial,Bar-Siman-Tov I.,"Bar-Ilan University, Ramat Gan, Israel",10.1080/20508840.2025.2590971,2-s2.0-105023465702,0,Q3,Q3
2-s2.0-105011527466,2025,2025 Jan,LEGAL CHALLENGES OF AI AND AUTOMATION IN THE WORKPLACE,,Access to Justice in Eastern Europe,,Article,Alkhalifa A.A.M.,"Prince Sattam Bin Abdulaziz University, Al Kharj, Saudi Arabia",10.33327/AJEE-18-8.2-a000104,2-s2.0-105011527466,0,Q3,Q3
2-s2.0-105017574089,2025,2025 Jan,"The Fragmentation of Legal Frameworks governing Information Technology, AI and International Trade Law",,Global Trade and Customs Journal,,Article,Acerbi P.,"Université de Genève, Geneva, Switzerland",10.54648/gtcj2025111,2-s2.0-105017574089,0,Q3,Q3
2-s2.0-85219535180,2025,2025 Jan,Analyzing the Efficacy of Artificial Intelligence in Facilitating Medico-Legal Investigations and Enhancing Forensic Processes for Emergency Trauma Patients: A Systematic Review,,Journal of Forensic Science and Medicine,,Review,Singh R.R.,"King George's Medical University, Lucknow, India",10.4103/jfsm.jfsm_88_23,2-s2.0-85219535180,0,Q3,Q3
2-s2.0-105003495444,2025,2025 Jan,Deepfake technologies and biometric data: Directions of criminal legal regulation,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Mosechkin I.N.,"Vyatka State University, Kirov, Russian Federation",10.21638/spbu14.2025.107,2-s2.0-105003495444,0,Q3,Q3
2-s2.0-105030502690,2025,2025 Jan,AI SYSTEMS IN JUDICIAL DECISION-MAKING: SUPPORT VS. SUPERSEDE —THE EUROPEAN PERSPECTIVE,,Access to Justice in Eastern Europe,,Article,Strikaite-Latusinskaja G.,"Vilniaus Universitetas, Vilnius, Lithuania",10.33327/AJEE-18-8.S-c000163,2-s2.0-105030502690,0,Q3,Q3
2-s2.0-105034514525,2025,2025 Jan,International Legal Regulation of the Protection of Energy Facilities during Armed Conflicts,,Kutafin Law Review,,Article,Glikman O.V.,"Moscow State Institute of International Relations (MGIMO), Moscow, Russian Federation",10.17803/2713-0533.2025.4.34.857-881,2-s2.0-105034514525,0,Q3,Q3
2-s2.0-105018519390,2025,2025 Jan,Analysis of the Impact of Digital Transformation of the Legal Field on Data Cybersecurity,,Revista De Direito Estado E Telecomunicacoes,,Article,Fekolli S.,"University of California, Los Angeles, Los Angeles, United States",10.26512/lstr.v17i2.56766,2-s2.0-105018519390,0,Q3,Q3
2-s2.0-105018481243,2025,2025 Jan,AI and Telecommunication Privacy: Rethinking Legal Protections against Algorithmic Surveillance,,Revista De Direito Estado E Telecomunicacoes,,Article,Ul Mansoor S.I.,"Symbiosis Law School Pune, Pune, India",10.26512/lstr.v17i2.57121,2-s2.0-105018481243,0,Q3,Q3
2-s2.0-105018474211,2025,2025 Jan,AI AND CORRUPTION: LEGAL LIABILITY IN ALGORITHMIC DECISION-MAKING,,Access to Justice in Eastern Europe,,Article,Allahrakha N.,"Tashkent State University of Law, Tashkent, Uzbekistan",10.33327/AJEE-18-8.3-a000120,2-s2.0-105018474211,1,Q3,Q3
2-s2.0-85217500483,2025,2025 Jan,Source Code Provisions and Evolving Exceptions in Economic Agreements,,Global Trade and Customs Journal,,Article,Hsu L.,"Singapore Management University, Singapore City, Singapore",10.54648/gtcj2025016,2-s2.0-85217500483,0,Q3,Q3
2-s2.0-105031740181,2025,2025 Jan,The Fog of Information: the EU AI Act and legal strategies against AI-fuelled disinformation,,European Journal of Privacy Law and Technologies,,Article,Gavriil E.,"Neapolis University Pafos, Paphos, Cyprus",10.57230/EJPLT252EGGP,2-s2.0-105031740181,0,Q3,Q3
2-s2.0-105019579622,2025,2025 Jan,Mapping Municipal Regulation of Digital Health: a Proposal Using Artificial Intelligence in Legal Research,,Revista De Direito Sanitario,,Article,Ferreira A.B.L.,"Universidade de São Paulo, Sao Paulo, Brazil",10.11606/issn.2316-9044.rdisan.2025.232879,2-s2.0-105019579622,0,Q3,Q3
2-s2.0-85218760942,2025,2025 Jan,Exploring the Intersection of AI and IPR in the Context of the Emerging Phenomenon of Deepfakes,,Journal of Intellectual Property Rights,,Article,Narang A.,"University of Delhi, New Delhi, India",10.56042/jipr.v30i1.9984,2-s2.0-85218760942,0,Q3,Q3
2-s2.0-105020769856,2025,2025 Jan,The use of support systems based on artificial intelligence in justice as a violation of the right to a fair trial,,Pravny Obzor,,Article,Krištofík A.,"Masaryk University, Brno, Czech Republic",10.31577/pravnyobzor.2025.5.05,2-s2.0-105020769856,0,Q3,Q3
2-s2.0-85218715020,2025,2025 Jan,Copyright under the Regime of Artificial Intelligence: Redefining Creativity,,Journal of Intellectual Property Rights,,Article,Mondal R.,"The University of Burdwan, Bardhaman, India",10.56042/jipr.v30i1.6166,2-s2.0-85218715020,0,Q3,Q3
2-s2.0-105011369876,2025,2025 Jan,Novelties in lawmaking in the context of a change in technological paradigm,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Pashentsev D.A.,"Saint Petersburg State University, Saint Petersburg, Russian Federation",10.21638/spbu14.2025.217,2-s2.0-105011369876,0,Q3,Q3
2-s2.0-85218799665,2025,2025 Jan,THE ACCESS TO JUSTICE FOR PEOPLE WITH DISABILITIES,,Revista Eletronica De Direito Processual,,Article,Suárez Xavier P.R.,"Universidad de Sevilla, Sevilla, Spain",,2-s2.0-85218799665,0,Q3,Q3
2-s2.0-105030275967,2025,2025 Jan,LIMITS OF THE USE OF ARTIFICIAL INTELLIGENCE IN THE ALTERNATIVE RESOLUTION OF ADMINISTRATIVE DISPUTES1,,Studia Iuridica Cassoviensia,,Article,Molitoris P.,"Pavol Jozef Šafárik University in Košice, Kosice, Slovakia",10.33542/SIC2025-S-08,2-s2.0-105030275967,0,Q3,Q3
2-s2.0-105025765751,2025,2025 Jan,Future of Law in the Midst of Homo Sapiens and Machina Sapiens,,Kutafin Law Review,,Article,Kumar P.,"GLA University, Mathura, Mathura, India",10.17803/2713-0533.2025.3.33.512-544,2-s2.0-105025765751,0,Q3,Q3
2-s2.0-105011366273,2025,2025 Jan,Scientific and practical view on digitalization of the criminal process: Russian and international aspects,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Nikuradze N.O.,"Orenburg State University, Orenburg, Russian Federation",10.21638/spbu14.2025.215,2-s2.0-105011366273,0,Q3,Q3
2-s2.0-105034392703,2025,2025 Jan,The Impact of the Bosco Case: An Evolutionary and Critical Analysis of a Ruling that Consolidates Algorithmic Transparency in a Context of Recognition of Social Rights and Vulnerability,,Ius Et Veritas,,Article,Wisner Glusko D.C.,"Universidad CEU Fernando III, Sevilla, Spain",10.18800/iusetveritas.202502.007,2-s2.0-105034392703,0,Q3,Q3
2-s2.0-105002645268,2025,2025 Jan,Artificial intelligence for the detection of forensic practitioner errors: a review,,Russian Journal of Forensic Medicine,,Review,Bakenova A.K.,"Buketov Karagandy University, Karaganda, Kazakhstan",10.17816/fm16176,2-s2.0-105002645268,0,Q3,Q3
2-s2.0-86000638869,2025,2025 Jan,SYSTEMATIC REVIEW OF JURISPRUDENCE ON SUSTAINABLE TOURISM FOR RIVERS IN LATIN AMERICA DURING THE LAST FIVE YEARS USING THE PRISMA TOOL,,Actualidad Juridica Ambiental,,Article,Castillo P.G.,"Universidad Distrital Francisco José de Caldas, Bogota, Colombia",10.56398/ajacieda.00399,2-s2.0-86000638869,0,Q3,Q3
2-s2.0-105029088093,2025,2025 Jan,ARTIFICIAL INTELLIGENCE IN THE UKRAINIAN PUBLIC ADMINISTRATION SYSTEM: LEGAL DEVELOPMENT AND IMPLEMENTATION RISKS,,Bratislava Law Review,,Article,Serhiichuk L.,"Charles University, Prague, Czech Republic",10.46282/blr.2025.9.2.1062,2-s2.0-105029088093,0,Q3,Q3
2-s2.0-105030594481,2025,2025 Jan,THE ROLE OF STATUTORY LAW IN REGULATING ARTIFICIAL INTELLIGENCE: BALANCING INNOVATION AND RESPONSIBILITY,,Access to Justice in Eastern Europe,,Article,Salmi A.,"United Arab Emirates University, Al Ain, United Arab Emirates",10.33327/AJEE-18-8.S-a000150,2-s2.0-105030594481,1,Q3,Q3
2-s2.0-105018942817,2025,2025 Jan,Of babies and bathwater: in defence of the traditional essay,,Law Teacher,,Article,Guth J.,"Leeds Trinity University, Leeds, United Kingdom",10.1080/03069400.2025.2521194,2-s2.0-105018942817,0,Q3,Q3
2-s2.0-105019583281,2025,2025 Jan,Robots as victims? Examining criminal law’s boundaries in the digital age,,Alternative Law Journal,,Article,Munjić J.,"University of Kragujevac, Kragujevac, Serbia",10.1177/1037969X251388474,2-s2.0-105019583281,0,Q3,Q3
2-s2.0-105029491143,2025,2025 Jan,Artificial Intelligence-Assisted Dispute Resolution for Geographical Indications: A New Frontier in Intellectual Property Governance,,Revista Iberoamericana De La Propiedad Intelectual,,Article,Vargas-Chaves I.,"Universidad Militar Nueva Granada, Bogota, Colombia",10.26422/RIPI.2025.2300.var,2-s2.0-105029491143,0,Q3,Q3
2-s2.0-105035898548,2025,2025 Jan,The Principle of Transparency in AI Regulation: A Comparative Legal Analysis of the European and Chinese Approaches,,Kutafin Law Review,,Article,Kharitonova Y.,"Lomonosov Moscow State University, Moscow, Russian Federation",10.17803/2713-0533.2025.4.34.801-828,2-s2.0-105035898548,0,Q3,Q3
2-s2.0-105018085318,2025,2025 Jan,Translation in the European Union: Navigating Technical and Legal Issues in the Light of Artificial Intelligence — Conclusions,,International Journal of Language and Law,,Article,Clément-Wilz L.,"Università degli Studi di Torino, Turin, Italy",10.14762/jll.2025.240,2-s2.0-105018085318,1,Q3,Q3
2-s2.0-105009504089,2025,2025 Jan,Artificial intelligence and creditworthiness assessment,,Revista Justicia Y Derecho,,Article,Amayuelas E.A.,"Universitat de Barcelona, Barcelona, Spain",10.32457/rjyd.v8it.2874,2-s2.0-105009504089,0,Q3,Q3
2-s2.0-105005878533,2025,2025 Jan,"About Profiles, Profiling, Data Availability and AI: The Return of the Second Objective of the GDPR?",,European Data Protection Law Review,,Article,Kranenborg H.,"Universiteit Maastricht, Maastricht, Netherlands",10.21552/edpl/2025/1/5,2-s2.0-105005878533,0,Q3,Q3
2-s2.0-105030606629,2025,2025 Jan,FROM EDITORS: ARTIFICIAL INTELLIGENCE AND LAW IN A WORLD OF ACCELERATING CHANGE,,Access to Justice in Eastern Europe,,Editorial,Strikaite-Latusinskaja G.,"Vilniaus Universitetas, Vilnius, Lithuania",10.33327/AJEE-18-8.S-ed000164,2-s2.0-105030606629,0,Q3,Q3
2-s2.0-105004700375,2025,2025 Jan,Certain Knowledge of Administrative Decisions Issued by Artificial Intelligence Systems in the Public Sector: a Comparative Analysis,,Krytyka Prawa,,Article,Alomran N.M.,"Zayed University, Dubai, United Arab Emirates",10.7206/kp.2080-1084.754,2-s2.0-105004700375,0,Q3,Q3
2-s2.0-85212963976,2025,2025 Jan,Digitalization of civil proceeding in BRICS countries,,Estudios En Derecho A La Informacion,,Article,Izralovsky N.R.,"Saint Petersburg State University, Saint Petersburg, Russian Federation",10.22201/iij.25940082e.2025.19.18837,2-s2.0-85212963976,0,Q3,Q3
2-s2.0-105027181132,2025,2025 Jan,International Legal Challenges in Regulating the Use of Artificial Intelligence for Military and Peacekeeping Purposes,,Review of European and Comparative Law,,Article,Dagen T.,"Sveučilište Josipa Jurja Strossmayera u Osijeku, Osijek, Croatia",10.31743/recl.18954,2-s2.0-105027181132,0,Q3,Q3
2-s2.0-105000422296,2025,2025 Jan,Smart Resolutions: Exploring the Role of Artificial Intelligence in Alternative Dispute Resolution,,Cleveland State Law Review,,Article,Ahmad N.,"Prince Mohammad Bin Fahd University, Al-Khobar, Saudi Arabia",,2-s2.0-105000422296,3,Q3,Q3
2-s2.0-105005628156,2025,2025 Jan,Reflections of Robot Nurses on The Nursing Profession,,Journal of Health and Nursing Management,,Review,Kuleyin B.,"Bandırma Onyedi Eylül University, Bandirma, Turkey",10.54304/SHYD.2025.68815,2-s2.0-105005628156,1,Q3,Q3
2-s2.0-105019547958,2025,2025 Jan,OCCUPATIONAL HEALTH AND SAFETY IN TECH-BASED EMPLOYMENT,,Acta Universitatis Lodziensis Folia Iuridica,,Article,Pisarczyk Ł.,"Uniwersytet Śląski w Katowicach, Katowice, Poland",10.18778/0208-6069.112.03,2-s2.0-105019547958,0,Q3,Q3
2-s2.0-105033262634,2025,2025 Jan,Artificial intelligence in public procurement: tool and object of acquisition,,Ius Et Veritas,,Article,Díez C.A.D.,"Universidad EAFIT, Medellin, Colombia",10.18800/iusetveritas.202502.009,2-s2.0-105033262634,0,Q3,Q3
2-s2.0-105011839136,2025,2025 Jan,Intellectual Property Protection in the Software Industry: A Systematic Review,,Revista Iberoamericana De La Propiedad Intelectual,,Article,Aranguri M.,"Universidad de La Sabana, Chía, Colombia",10.26422/RIPI.2025.2200.ara,2-s2.0-105011839136,0,Q3,Q3
2-s2.0-105005652458,2025,2025 Jan,THE FASTER HORSE FALLACY: HOW THE LAW IDEALIZES TECHNOLOGY,,University of Illinois Law Review,,Article,Kim Y.P.,"Hofstra University, Hempstead, United States",,2-s2.0-105005652458,0,Q3,Q3
