pub_year,n,confab_broad,confab_broad_lo,confab_broad_hi,confab_strict,gen_share,gen_share_lo,gen_share_hi
2021,245,0.0,0.0,0.0,0.0,5.3061224489795915,2.857142857142857,8.16326530612245
2022,285,0.3508771929824561,0.0,1.0526315789473684,0.3508771929824561,2.456140350877193,0.7017543859649122,4.2105263157894735
2023,543,7.18232044198895,4.972375690607735,9.392265193370166,4.972375690607735,32.96500920810313,29.2817679558011,37.01657458563536
2024,1076,13.011152416356877,11.059479553903346,15.055762081784389,6.412639405204461,56.877323420074354,53.81040892193308,59.94656133828996
2025,1757,11.439954467842913,10.015651678998294,12.921172453044962,5.065452475811042,57.76892430278885,55.547808764940235,60.1593625498008
2026,841,13.793103448275861,11.533888228299643,16.171224732461358,7.966706302021404,62.78240190249703,59.331153388822834,65.99286563614744
