pub_year,stance,point,ci_lower,ci_upper
2021,Alarm,2.7281279397930387,1.764651315071483,3.762947733640842
2021,Caution,22.671683913452494,20.29729231802936,25.260714908131256
2021,Neutral,7.337723424270931,5.774734157431852,8.975670324038482
2021,Cautious Optimism,64.34619002822201,61.45404587299941,67.21969435252191
2021,Advocacy,2.916274694261524,1.9319594308685077,4.003817678206043
2022,Alarm,2.6061057334326136,1.8475111425479152,3.4609789437173024
2022,Caution,22.189128816083397,20.0,24.312832916325217
2022,Neutral,7.892777364110201,6.482756329286468,9.377699772928635
2022,Cautious Optimism,65.30156366344005,62.717448560943424,67.90294606877085
2022,Advocacy,2.0104244229337302,1.2325792949161458,2.7990446888439373
2023,Alarm,4.722492697176241,3.815290270924986,5.703364013528684
2023,Caution,25.657254138266794,23.757425040260415,27.58980370498715
2023,Neutral,6.329113924050633,5.255340638927324,7.378191566174492
2023,Cautious Optimism,61.34371957156767,59.16205271028848,63.59838850378015
2023,Advocacy,1.9474196689386565,1.4124640683849812,2.5732496832243412
2024,Alarm,6.837837837837838,6.082688567794435,7.662117293307571
2024,Caution,26.351351351351347,24.845093653057532,27.80229596737251
2024,Neutral,5.108108108108108,4.411323633505101,5.862572910977031
2024,Cautious Optimism,60.24324324324324,58.74755615141434,61.837583520318454
2024,Advocacy,1.4594594594594594,1.0875025432627154,1.8520765911542607
2025,Alarm,5.679891488640218,5.109298549855404,6.274666240626279
2025,Caution,25.31366564937267,24.139715933117706,26.416107765538108
2025,Neutral,3.6961681926076637,3.204516061718166,4.168096351544659
2025,Cautious Optimism,64.1912512716175,62.97939642991494,65.40898247818261
2025,Advocacy,1.119023397761953,0.8546935520619732,1.388192659240217
2026,Alarm,6.210487169951655,5.296596489508815,7.10579117063492
2026,Caution,26.441056154704352,24.761475615510285,28.06278384242866
2026,Neutral,4.313871327631089,3.5397908319535887,5.126449157180688
2026,Cautious Optimism,62.40238006693938,60.653541408608874,64.33323679982827
2026,Advocacy,0.6322052807735217,0.36629701312967516,0.9280226194517348
