pub_year,n_alarm,n_generative,gen_share,gen_share_lo,gen_share_hi,confab_strict,confab_strict_lo,confab_strict_hi,confab_broad,confab_broad_lo,confab_broad_hi,confab_among_gen,confab_among_gen_lo,confab_among_gen_hi
2021,245,13,5.3061224489795915,2.857142857142857,8.16326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,285,7,2.456140350877193,0.7017543859649122,4.2105263157894735,0.3508771929824561,0.0,1.0526315789473684,0.3508771929824561,0.0,1.0526315789473684,14.285714285714285,0.0,42.857142857142854
2023,543,179,32.96500920810313,29.2817679558011,37.01657458563536,4.972375690607735,3.1307550644567224,6.8139963167587485,7.18232044198895,4.972375690607735,9.392265193370166,21.787709497206702,15.64245810055866,27.37430167597765
2024,1076,612,56.877323420074354,53.81040892193308,59.94656133828996,6.412639405204461,5.018587360594796,7.899628252788105,13.011152416356877,11.059479553903346,15.055762081784389,22.875816993464053,19.767156862745104,26.307189542483663
2025,1757,1015,57.76892430278885,55.547808764940235,60.1593625498008,5.065452475811042,4.154809334092203,6.146841206602162,11.439954467842913,10.015651678998294,12.921172453044962,19.704433497536947,17.140394088669954,22.167487684729064
2026,841,528,62.78240190249703,59.331153388822834,65.99286563614744,7.966706302021404,6.064209274673008,9.869203329369798,13.793103448275861,11.533888228299643,16.171224732461358,21.96969696969697,18.560606060606062,25.568181818181817
