pub_year,n,confab_broad,confab_broad_lo,confab_broad_hi,confab_strict,gen_share,gen_share_lo,gen_share_hi
2021,270,0.0,0.0,0.0,0.0,5.185185185185185,2.9629629629629632,7.777777777777778
2022,333,0.3003003003003003,0.0,0.9009009009009009,0.3003003003003003,2.1021021021021022,0.6006006006006006,3.6036036036036037
2023,623,7.223113964686998,5.296950240770466,9.149277688603531,5.136436597110754,34.18940609951846,30.658105939004816,37.7207062600321
2024,1227,12.795436022819887,11.083944580277098,14.506927465362674,6.927465362673186,55.90872045639772,53.0562347188264,58.679706601467
2025,1828,11.706783369803063,10.283096280087529,13.183807439824946,5.470459518599562,58.8074398249453,56.453774617067836,60.94228665207877
2026,878,13.895216400911162,11.731207289293849,16.173120728929387,8.086560364464694,63.32574031890661,59.90888382687927,66.51480637813212
